hostname,pl_name,pl_rade,pl_orbsmax,pl_eqt,st_teff,st_rad,st_mass,is_habitable
Kepler-330,Kepler-330 b,1.31,0.0748,710.0,5108.0,0.743,0.825,0
Kepler-627,Kepler-627 b,3.36,0.2327,685.0,6419.0,1.362,1.012,0
Kepler-264,Kepler-264 b,3.71,0.2641,772.0,6207.0,2.097,1.472,0
Kepler-398,Kepler-398 b,0.97,0.0444,764.0,4494.0,0.659,0.698,0
Kepler-1830,Kepler-1830 b,2.19,0.305,542.0,6428.0,1.11,1.18,0
Kepler-521,Kepler-521 b,3.71,0.1655,940.0,6652.0,1.699,1.225,0
Kepler-430,Kepler-430 b,2.06,0.2158,616.0,5831.0,1.238,1.032,0
Kepler-1535,Kepler-1535 b,1.97,0.5125,343.0,6049.0,0.845,0.928,0
Kepler-51,Kepler-51 d,9.7,0.509,381.0,6018.0,0.94,1.04,0
Kepler-1340,Kepler-1340 b,0.98,0.0151,2070.0,5957.0,0.937,1.026,0
Kepler-383,Kepler-383 c,1.39,0.1709,420.0,4710.0,0.699,0.683,0
K2-151,K2-151 b,1.49,0.0373,566.0,3695.0,0.45,0.47,0
Kepler-281,Kepler-281 b,2.33,0.1166,694.0,5717.0,0.884,0.984,0
Kepler-472,Kepler-472 b,3.07,0.0483,876.0,4957.0,0.776,0.867,0
Kepler-1327,Kepler-1327 b,1.9,0.1186,831.0,6143.0,1.116,1.001,0
Kepler-140,Kepler-140 b,1.35,0.045,1323.0,6167.0,1.064,1.149,0
Kepler-829,Kepler-829 b,1.69,0.0678,857.0,5679.0,0.794,0.886,0
Kepler-186,Kepler-186 d,1.53,0.0862,383.0,3761.0,0.46,0.48,0
Kepler-937,Kepler-937 b,3.27,0.3212,495.0,6126.0,1.079,0.963,0
Kepler-1699,Kepler-1699 b,1.32,0.0418,1010.0,5496.0,0.725,0.81,0
Kepler-560,Kepler-560 b,1.57,0.0916,270.0,3387.0,0.3,0.3,1
Kepler-1029,Kepler-1029 b,1.57,0.047,790.0,4766.0,0.664,0.723,0
Kepler-338,Kepler-338 c,2.14,0.17,775.0,5897.0,1.51,1.101,0
Kepler-616,Kepler-616 b,2.48,0.0927,860.0,6004.0,0.977,1.061,0
Kepler-650,Kepler-650 b,3.49,0.0415,1641.0,6042.0,1.574,1.033,0
Kepler-1810,Kepler-1810 b,3.5,0.415,374.0,5736.0,0.91,0.933,0
Kepler-59,Kepler-59 c,1.62,0.1375,754.0,6305.0,1.011,1.066,0
Kepler-942,Kepler-942 b,2.02,0.2245,367.0,4684.0,0.708,0.743,0
Kepler-1895,Kepler-1895 b,1.53,0.06,743.0,5004.0,0.68,0.772,0
Kepler-1135,Kepler-1135 b,1.99,0.3436,451.0,5878.0,1.041,0.912,0
Kepler-1596,Kepler-1596 b,2.02,0.322,471.0,6139.0,0.976,1.006,0
Kepler-700,Kepler-700 b,4.73,0.3369,376.0,5665.0,0.764,0.779,0
Kepler-118,Kepler-118 c,6.1,0.133,558.0,5181.0,0.79,0.77,0
Kepler-1842,Kepler-1842 b,2.2,0.113,809.0,5908.0,1.09,0.97,0
Kepler-144,Kepler-144 b,1.78,0.0664,1287.0,6157.0,1.491,1.126,0
Kepler-297,Kepler-297 d,14.7,0.565,367.0,6138.0,1.04,1.07,0
Kepler-1354,Kepler-1354 b,2.48,0.3522,463.0,6170.0,1.021,0.989,0
Kepler-1893,Kepler-1893 b,1.53,0.048,1152.0,5570.0,1.06,0.859,0
Kepler-763,Kepler-763 d,1.67,0.0634,804.0,4999.0,0.843,0.8,0
Kepler-916,Kepler-916 b,1.71,0.188,467.0,5315.0,0.75,0.85,0
Kepler-347,Kepler-347 c,3.61,0.1777,705.0,5592.0,1.451,1.0,0
Kepler-1691,Kepler-1691 b,1.74,0.0514,1324.0,6362.0,1.144,1.221,0
Kepler-848,Kepler-848 b,1.4,0.07,979.0,5894.0,0.99,0.97,0
Kepler-398,Kepler-398 c,0.99,0.0871,536.0,4498.0,0.635,0.698,0
Kepler-234,Kepler-234 b,3.12,0.0401,1420.0,6214.0,1.076,1.169,0
Kepler-224,Kepler-224 e,2.55,0.129,544.0,5210.0,0.72,0.825,0
Kepler-820,Kepler-820 b,7.57,0.5102,498.0,6205.0,1.689,1.084,0
Kepler-643,Kepler-643 b,10.99,0.1321,972.0,4883.0,2.69,1.15,0
Kepler-1016,Kepler-1016 b,2.38,0.0307,1540.0,5741.0,1.136,1.01,0
Kepler-158,Kepler-158 c,1.9,0.1589,418.0,4621.0,0.668,0.656,0
Kepler-1172,Kepler-1172 b,3.26,0.1716,586.0,5806.0,0.899,0.996,0
Kepler-1371,Kepler-1371 b,0.7,0.0393,1015.0,5374.0,0.721,0.68,0
Kepler-302,Kepler-302 c,12.04,0.4913,392.0,5733.0,1.183,0.974,0
Kepler-1505,Kepler-1505 b,1.08,0.1862,525.0,5627.0,0.833,0.902,0
Kepler-1162,Kepler-1162 b,2.0,0.193,498.0,5540.0,0.8,0.91,0
Kepler-830,Kepler-830 b,1.74,0.1033,907.0,6096.0,1.176,1.155,0
Kepler-338,Kepler-338 e,1.76,0.0906,1143.0,5923.0,1.735,1.142,0
Kepler-1588,Kepler-1588 b,0.81,0.0726,925.0,5678.0,0.99,0.828,0
Kepler-24,Kepler-24 c,4.75,0.1033,864.0,6038.0,1.088,0.965,0
Kepler-733,Kepler-733 b,2.87,0.1483,595.0,5537.0,0.88,0.999,0
Kepler-1016,Kepler-1016 c,3.5,0.4428,392.0,6060.0,0.953,1.036,0
Kepler-1181,Kepler-1181 c,1.83,0.0928,1124.0,6688.0,1.347,1.336,0
Kepler-310,Kepler-310 d,2.5,0.397,386.0,5818.0,0.9,0.97,0
Kepler-599,Kepler-599 b,2.55,0.1128,623.0,5185.0,0.837,0.779,0
Kepler-755,Kepler-755 b,1.78,0.0207,1372.0,5095.0,0.771,0.733,0
Kepler-803,Kepler-803 b,3.2,0.2551,479.0,5642.0,0.945,0.875,0
Kepler-129,Kepler-129 c,2.04,0.392,476.0,5795.0,1.36,1.185,0
Kepler-750,Kepler-750 c,2.36,0.0533,1537.0,5897.0,1.86,1.204,0
Kepler-243,Kepler-243 b,2.48,0.0609,842.0,5228.0,0.811,0.921,0
Kepler-1157,Kepler-1157 b,0.89,0.046,730.0,4544.0,0.61,0.638,0
Kepler-2001,Kepler-2001 b,1.03,0.0197,1417.0,5093.0,0.784,0.856,0
Kepler-109,Kepler-109 b,2.29,0.069,1150.0,5952.0,1.323,1.039,0
Kepler-603,Kepler-603 c,5.8,0.4942,356.0,5960.0,0.906,0.983,0
Kepler-169,Kepler-169 d,3.76,0.078,1091.0,5058.0,1.86,0.918,0
Kepler-324,Kepler-324 e,1.52,0.1096,639.0,5355.0,0.803,0.901,0
Kepler-249,Kepler-249 c,1.27,0.0551,435.0,3568.0,0.42,0.44,0
Kepler-789,Kepler-789 b,2.1,0.0836,937.0,6178.0,0.988,1.039,0
Kepler-1264,Kepler-1264 b,1.25,0.019,1895.0,5944.0,0.99,0.992,0
Kepler-806,Kepler-806 b,1.86,0.0786,1235.0,5662.0,1.922,0.989,0
Kepler-252,Kepler-252 c,2.38,0.0813,500.0,4208.0,0.59,0.61,0
Kepler-383,Kepler-383 b,1.49,0.0962,545.0,4513.0,0.722,0.712,0
Kepler-271,Kepler-271 b,1.22,0.0881,759.0,5528.0,0.853,0.838,0
K2-270,K2-270 c,2.95,0.0497,848.0,4877.0,0.77,0.85,0
Kepler-1271,Kepler-1271 b,1.2,0.0423,1351.0,6184.0,1.038,1.1,0
Kepler-2001,Kepler-2001 c,1.83,0.104,570.0,5013.0,0.69,0.764,0
Kepler-1090,Kepler-1090 c,3.08,0.2212,482.0,5403.0,0.906,0.8,0
Kepler-127,Kepler-127 c,2.33,0.202,683.0,6169.0,1.27,1.269,0
Kepler-950,Kepler-950 b,6.97,0.3993,363.0,5838.0,0.793,0.87,0
Kepler-186,Kepler-186 b,1.05,0.0379,578.0,3761.0,0.46,0.48,0
Kepler-793,Kepler-793 b,1.51,0.0491,1177.0,5776.0,1.047,0.875,0
Kepler-669,Kepler-669 b,4.46,0.0529,1244.0,6174.0,1.103,1.162,0
Kepler-1855,Kepler-1855 b,0.59,0.0103,779.0,3339.0,0.288,0.275,0
Kepler-1122,Kepler-1122 b,2.01,0.2335,479.0,5674.0,0.857,0.951,0
Kepler-1052,Kepler-1052 b,2.4,0.2046,522.0,5818.0,0.848,0.937,0
Kepler-1377,Kepler-1377 b,1.4,0.015,1906.0,5613.0,0.89,0.89,0
Kepler-1226,Kepler-1226 b,1.36,0.1323,734.0,6184.0,0.959,1.031,0
Kepler-1405,Kepler-1405 b,3.0,0.181,576.0,5875.0,0.89,0.997,0
Kepler-360,Kepler-360 b,1.62,0.0436,1296.0,6052.0,1.028,1.022,0
Kepler-753,Kepler-753 b,1.52,0.0508,556.0,3937.0,0.52,0.53,0
Kepler-52,Kepler-52 b,2.21,0.065,541.0,4222.0,0.548,0.577,0
Kepler-1195,Kepler-1195 b,2.3,0.075,715.0,5132.0,0.75,0.77,0
Kepler-53,Kepler-53 b,3.1,0.141,703.0,6086.0,0.97,1.065,0
Kepler-516,Kepler-516 b,4.8,0.187,908.0,6954.0,1.64,1.41,0
Kepler-1013,Kepler-1013 b,4.7,0.137,766.0,5015.0,1.643,0.955,0
Kepler-1675,Kepler-1675 b,2.73,0.3235,493.0,6085.0,1.09,1.137,0
Kepler-1525,Kepler-1525 b,0.84,0.0354,1309.0,5812.0,0.923,1.013,0
Kepler-962,Kepler-962 b,1.98,0.099,683.0,5486.0,0.79,0.894,0
Kepler-799,Kepler-799 b,7.0,0.516,354.0,5976.0,0.93,1.03,0
CoRoT-6,CoRoT-6 b,13.068,0.0855,1017.0,6090.0,1.025,1.05,0
Kepler-24,Kepler-24 b,3.11,0.0783,993.0,6038.0,1.088,0.965,0
Kepler-887,Kepler-887 c,1.12,0.0797,1089.0,6119.0,1.299,1.157,0
