hostname,pl_name,pl_rade,pl_orbsmax,pl_eqt,st_teff,st_rad,st_mass,is_habitable
OGLE-TR-182,OGLE-TR-182 b,16.47723,0.05205,1550.0,5924.0,1.53,1.187,0
Kepler-1118,Kepler-1118 b,4.32,0.217,636.0,5409.0,1.54,0.909,0
Kepler-1099,Kepler-1099 b,3.11,0.0337,1557.0,6153.0,1.109,1.077,0
K2-37,K2-37 d,2.73,0.1103,663.0,5413.0,0.85,0.9,0
Kepler-331,Kepler-331 d,1.92,0.1607,345.0,4345.0,0.521,0.535,0
Kepler-338,Kepler-338 b,2.47,0.1172,1005.0,5923.0,1.735,1.142,0
Kepler-998,Kepler-998 b,1.97,0.063,1010.0,5973.0,0.93,1.029,0
Kepler-151,Kepler-151 b,2.8,0.114,638.0,5439.0,0.81,0.86,0
Kepler-1418,Kepler-1418 b,1.38,0.138,435.0,4672.0,0.615,0.693,0
Kepler-30,Kepler-30 b,1.91,0.1847,524.0,5485.0,0.867,0.986,0
Kepler-101,Kepler-101 c,0.91,0.0675,1075.0,5761.0,1.208,1.125,0
Kepler-1370,Kepler-1370 c,1.2,0.0801,1108.0,6292.0,1.276,1.245,0
Kepler-336,Kepler-336 d,2.42,0.1518,749.0,5865.0,1.272,1.088,0
Kepler-290,Kepler-290 b,2.18,0.1103,596.0,5153.0,0.759,0.848,0
Kepler-1791,Kepler-1791 b,2.53,0.0761,1021.0,5887.0,1.177,0.985,0
Kepler-1887,Kepler-1887 b,2.5,0.142,620.0,5736.0,0.85,0.961,0
Kepler-1403,Kepler-1403 b,2.03,0.064,1238.0,6415.0,1.224,1.293,0
K2-187,K2-187 d,3.17,0.072,865.0,5484.0,0.92,0.98,0
Kepler-1336,Kepler-1336 b,1.3,0.157,592.0,5717.0,0.864,0.958,0
Kepler-929,Kepler-929 b,0.86,0.0169,1762.0,5738.0,0.819,0.76,0
HATS-72,HATS-72 b,8.0973816,0.066517,739.3,4656.1,0.7214,0.7311,0
Kepler-783,Kepler-783 b,0.68,0.0491,991.0,5357.0,0.863,0.854,0
Kepler-620,Kepler-620 b,2.74,0.1053,849.0,6253.0,0.997,0.93,0
Kepler-1886,Kepler-1886 b,2.26,0.1595,578.0,5735.0,0.833,0.915,0
HAT-P-31,HAT-P-31 b,11.99,0.055,1450.0,6065.0,1.36,1.218,0
Kepler-250,Kepler-250 d,2.5,0.121,562.0,5099.0,0.76,0.753,0
Kepler-1486,Kepler-1486 b,2.26,0.2898,517.0,6112.0,1.066,1.079,0
Kepler-221,Kepler-221 d,2.81,0.085,723.0,5324.0,0.81,0.816,0
Kepler-1874,Kepler-1874 b,2.19,0.2523,317.0,4514.0,0.639,0.667,1
Kepler-890,Kepler-890 b,9.04,0.2948,545.0,6244.0,1.154,1.225,0
Kepler-566,Kepler-566 b,2.24,0.1247,526.0,4768.0,0.779,0.759,0
Kepler-1964,Kepler-1964 b,14.68,0.032,997.0,4798.0,0.71,0.733,0
Kepler-1283,Kepler-1283 b,1.63,0.11,799.0,6098.0,0.97,1.068,0
Kepler-594,Kepler-594 b,2.5,0.108,666.0,5540.0,0.8,0.908,0
Kepler-1603,Kepler-1603 b,1.05,0.0347,1563.0,6276.0,1.106,1.078,0
Kepler-221,Kepler-221 b,1.49,0.0348,1082.0,5280.0,0.751,0.72,0
WASP-145 A,WASP-145 A b,10.0881,0.0261,1200.0,4900.0,0.68,0.76,0
CoRoT-11,CoRoT-11 b,15.984034,0.044,1735.0,6440.0,1.374,1.26,0
TOI-2589,TOI-2589 b,12.10569916,0.3,592.0,5579.0,1.07,0.93,0
Kepler-1097,Kepler-1097 b,3.6,0.597,277.0,5323.0,0.83,0.81,0
K2-183,K2-183 c,2.87,0.0932,787.0,5519.0,0.97,0.93,0
Kepler-1408,Kepler-1408 b,0.84,0.042,1459.0,6052.0,1.25,1.13,0
Kepler-1111,Kepler-1111 b,1.77,0.0872,938.0,6142.0,1.046,1.143,0
Kepler-713,Kepler-713 b,2.5,0.074,890.0,5803.0,0.89,0.97,0
Kepler-282,Kepler-282 d,2.3,0.1648,624.0,6102.0,0.887,0.968,0
Kepler-248,Kepler-248 b,3.16,0.0654,810.0,5130.0,0.837,0.936,0
Kepler-191,Kepler-191 b,1.93,0.0844,722.0,5105.0,0.868,0.81,0
Kepler-1039,Kepler-1039 b,3.48,0.0184,2081.0,4777.0,1.795,0.953,0
Kepler-272,Kepler-272 d,1.76,0.0887,723.0,5300.0,0.849,0.776,0
Kepler-33,Kepler-33 f,4.69,0.254,697.0,5904.0,1.82,1.295,0
Kepler-1577,Kepler-1577 b,2.65,0.0657,1125.0,4934.0,1.756,0.952,0
Kepler-367,Kepler-367 c,1.16,0.2543,357.0,4856.0,0.705,0.79,0
Kepler-1310,Kepler-1310 b,1.4,0.0148,1883.0,5440.0,0.913,0.942,0
Kepler-1739,Kepler-1739 b,1.9,0.0698,838.0,5734.0,0.766,0.84,0
Kepler-1186,Kepler-1186 b,2.36,0.1281,723.0,5957.0,0.971,1.083,0
Kepler-208,Kepler-208 e,1.52,0.1306,875.0,6220.0,1.328,1.123,0
Kepler-1650,Kepler-1650 b,1.54,0.021,774.0,3673.0,0.479,0.487,0
Kepler-82,Kepler-82 c,6.11,0.2681,471.0,5739.0,0.928,0.966,0
Kepler-1160,Kepler-1160 b,1.97,0.0755,842.0,5782.0,0.822,0.902,0
Kepler-250,Kepler-250 b,1.16,0.0479,928.0,5162.0,0.795,0.849,0
Kepler-482,Kepler-482 b,1.94,0.253,331.0,4768.0,0.627,0.682,0
Kepler-170,Kepler-170 c,2.72,0.1312,685.0,5655.0,0.99,1.081,0
K2-204,K2-204 b,3.17214154,0.0738,1148.0,5783.0,1.253,1.076,0
Kepler-985,Kepler-985 b,3.53,0.4636,371.0,5733.0,0.997,0.981,0
Kepler-395,Kepler-395 c,1.336,0.1743,341.0,3931.0,0.549,0.578,0
HD 219134,HD 219134 f,1.31,0.1463,522.6,4699.0,0.778,0.81,0
K2-137,K2-137 b,0.89,0.0058,1471.0,3492.0,0.442,0.463,0
Kepler-264,Kepler-264 c,4.16,0.5785,559.0,6231.0,2.397,1.316,0
Kepler-1840,Kepler-1840 b,2.55,0.4471,249.0,4696.0,0.644,0.704,0
Kepler-1145,Kepler-1145 b,1.45,0.0443,957.0,5178.0,0.778,0.732,0
WASP-41,WASP-41 b,13.204202,0.041,1242.0,5546.0,0.886,0.987,0
TOI-2136,TOI-2136 b,2.09,0.054,403.0,3366.0,0.335,0.34,0
Kepler-236,Kepler-236 b,1.53,0.0653,462.0,3750.0,0.51,0.54,0
TOI-3261,TOI-3261 b,3.82,0.01714,1722.0,5068.0,0.849,0.861,0
Kepler-1676,Kepler-1676 b,1.88,0.1931,613.0,6122.0,0.996,1.07,0
Kepler-1190,Kepler-1190 b,1.26,0.0823,601.0,4702.0,0.691,0.68,0
Kepler-1084,Kepler-1084 b,1.14,0.0316,1859.0,6403.0,1.369,0.992,0
Kepler-907,Kepler-907 b,1.18,0.1236,874.0,6044.0,1.327,1.008,0
Kepler-732,Kepler-732 c,1.22,0.014,886.0,3581.0,0.44,0.46,0
Kepler-299,Kepler-299 d,1.73,0.1197,719.0,5896.0,0.916,1.008,0
Kepler-1242,Kepler-1242 b,2.61,0.1039,639.0,5052.0,0.855,0.805,0
Kepler-537,Kepler-537 b,1.34,0.0432,1176.0,5726.0,0.937,1.018,0
TOI-677,TOI-677 b,13.11453,0.1038,1252.0,6295.0,1.28,1.181,0
TOI-1199,TOI-1199 b,10.5140239,0.04988,1486.0,5710.0,1.45,1.23,0
Kepler-1262,Kepler-1262 b,1.91,0.0829,954.0,6112.0,1.037,1.006,0
KOI-94,KOI-94 c,4.22,0.101,1058.0,6184.0,1.52,1.278,0
WASP-49,WASP-49 b,13.428382,0.03873,1400.0,5600.0,1.038,1.003,0
KELT-6,KELT-6 b,13.372,0.07939,1313.0,6102.0,1.58,1.085,0
HD 28109,HD 28109 d,3.25,0.411,506.5,6120.0,1.446,1.26,0
Kepler-903,Kepler-903 b,1.97,0.0907,842.0,5534.0,1.08,0.926,0
TOI-1244,TOI-1244 b,2.37611439,0.061,714.86,4722.0,0.7231,0.7528,0
Kepler-1261,Kepler-1261 b,2.41,0.249,409.0,5136.0,0.81,0.877,0
Kepler-727,Kepler-727 b,2.65,0.0546,964.0,5431.0,0.884,0.816,0
Kepler-796,Kepler-796 b,1.95,0.069,1168.0,5356.0,1.69,1.057,0
Kepler-232,Kepler-232 c,3.74,0.1006,784.0,5841.0,0.931,1.047,0
Kepler-138,Kepler-138 b,0.58,0.0746,439.0,3841.0,0.5,0.52,0
Kepler-1467,Kepler-1467 b,2.99,0.2385,413.0,5290.0,0.746,0.821,0
Kepler-584,Kepler-584 b,4.0,0.223,647.0,6491.0,1.14,1.2,0
Kepler-1044,Kepler-1044 b,2.61,0.0724,1064.0,6217.0,1.09,1.098,0
Kepler-66,Kepler-66 b,2.81,0.1321,699.0,5964.0,0.933,0.968,0
Kepler-1988,Kepler-1988 b,2.59,0.1142,1394.0,6036.0,3.132,1.502,0
NGTS-35,NGTS-35 b,10.9,0.16,451.0,4717.0,0.753,0.789,0
Kepler-1008,Kepler-1008 b,2.83,0.102,927.0,5108.0,1.726,0.911,0
Kepler-128,Kepler-128 b,1.43,0.1263,971.0,6072.0,1.659,1.184,0
Kepler-1996,Kepler-1996 b,1.82,0.172,382.0,4572.0,0.616,0.644,0
WASP-127,WASP-127 b,15.35633,0.052,1400.0,5620.0,1.39,1.08,0
Kepler-607,Kepler-607 b,0.99,0.0135,1876.0,5244.0,0.888,0.808,0
Kepler-587,Kepler-587 b,2.16,0.0955,767.0,5757.0,0.872,0.968,0
Kepler-62,Kepler-62 c,0.54,0.0929,578.0,4925.0,0.64,0.69,0
K2-4,K2-4 b,2.37,0.0777,563.0,4197.0,0.6,0.63,0
Kepler-402,Kepler-402 e,1.41,0.105,986.0,6534.0,1.23,1.21,0
Kepler-1126,Kepler-1126 b,1.58,0.4358,375.0,6106.0,0.844,0.935,0
Kepler-1972,Kepler-1972 b,0.98,0.0794,1392.0,6003.0,2.193,1.173,0
Kepler-1386,Kepler-1386 b,1.09,0.0699,930.0,5770.0,0.933,1.001,0
Kepler-371,Kepler-371 c,1.71,0.3031,443.0,5670.0,0.95,0.802,0
Kepler-1963,Kepler-1963 b,0.83,0.0298,1448.0,5726.0,0.979,0.915,0
TOI-6223,TOI-6223 b,5.07,0.04018,714.0,3895.0,0.576,0.582,0
Kepler-1711,Kepler-1711 b,1.94,0.1467,685.0,5757.0,1.068,0.949,0
Kepler-678,Kepler-678 b,4.91,0.0732,833.0,5485.0,0.867,0.986,0
Kepler-1937,Kepler-1937 b,3.18,0.0941,1025.0,6450.0,1.222,1.181,0
Kepler-187,Kepler-187 b,1.26,0.0547,1175.0,5945.0,1.099,0.896,0
Kepler-1233,Kepler-1233 b,2.32,0.263,604.0,6499.0,1.169,1.191,0
WASP-159,WASP-159 b,15.46842,0.0538,1850.0,6120.0,2.11,1.41,0
HD 63433,HD 63433 c,2.58229101,0.146,622.31,5634.0,0.9169,0.9883,0
WASP-16,WASP-16 b,13.652562,0.0415,1389.0,5630.0,1.087,0.98,0
WASP-48,WASP-48 b,15.65,0.0332,1956.0,6000.0,1.519,1.062,0
WASP-101,WASP-101 b,15.8,0.0506,1560.0,6400.0,1.29,1.34,0
TOI-329,TOI-329 b,4.94057819,0.0638,1213.02,5614.0,1.5326,1.0678,0
TOI-1260,TOI-1260 b,2.34,0.0366,860.0,4227.0,0.65,0.66,0
WASP-26,WASP-26 b,14.79585452,0.04,1660.0,5950.0,1.34,1.12,0
Kepler-206,Kepler-206 b,1.29,0.077,1071.0,5986.0,1.27,1.021,0
Kepler-586,Kepler-586 b,2.96,0.0331,1367.0,5705.0,0.976,1.09,0
K2-29,K2-29 b,13.33871,0.04217,1171.0,5358.0,0.86,0.94,0
Kepler-48,Kepler-48 d,2.02,0.2365,443.0,5296.0,0.852,0.955,0
TOI-1723,TOI-1723 b,3.29206019,0.114,782.98,5743.0,1.0855,1.0378,0
Kepler-1174,Kepler-1174 b,1.4,0.0712,962.0,6046.0,0.927,1.011,0
NGTS-20,NGTS-20 b,11.99360935,0.313,688.0,5980.0,1.78,1.47,0
K2-279,K2-279 b,1.21,0.067,879.0,5558.0,0.86,0.79,0
Kepler-290,Kepler-290 c,3.44,0.2043,438.0,5153.0,0.759,0.848,0
Kepler-374,Kepler-374 d,1.29,0.0553,1063.0,5975.0,0.9,0.891,0
TOI-2152,TOI-2152 A b,14.35870428,0.05064,1802.0,6630.0,1.612,1.516,0
TOI-3693,TOI-3693 b,12.59889431,0.0813,801.0,5321.0,0.791,0.867,0
TOI-6054,TOI-6054.02,2.82,0.1079,1143.0,6047.0,1.662,1.107,0
TOI-2084,TOI-2084 b,2.47,0.05006,527.0,3551.0,0.475,0.453,0
TOI-6420,TOI-6420 b,11.93756445,0.0753,1213.0,6020.0,1.312,1.165,0
Kepler-625,Kepler-625 c,1.18,0.0533,1202.0,6077.0,1.072,1.165,0
TOI-558,TOI-558 b,12.17295304,0.1291,1061.0,6466.0,1.496,1.349,0
Kepler-1345,Kepler-1345 b,2.17,0.2638,693.0,6763.0,1.424,1.235,0
CoRoT-19,CoRoT-19 b,14.46,0.0518,2000.0,6090.0,1.65,1.21,0
TOI-5386 A,TOI-5386 A b,14.70618268,0.04856,1488.0,6094.0,1.245,1.165,0
K2-264,K2-264 c,2.668,0.11283,331.0,3660.0,0.473,0.496,0
Kepler-1796,Kepler-1796 b,2.21,0.1879,598.0,6036.0,0.949,1.018,0
Kepler-1619,Kepler-1619 b,0.76,0.1597,679.0,6137.0,1.005,0.972,0
TOI-201,TOI-201 b,11.298672,0.3,759.0,6394.0,1.317,1.316,0
HD 63935,HD 63935 b,2.91575244,0.083,825.22,5513.0,0.9598,0.9406,0
TOI-544,TOI-544 b,2.03,0.0251,1082.0,4369.0,0.66,0.85,0
HD 6061,HD 6061 b,2.45,0.059,1194.0,5920.0,1.03,1.0,0
K2-124,K2-124 b,3.03,0.051,445.0,3560.0,0.41,0.43,0
Kepler-496,Kepler-496 b,2.42,0.0747,747.0,5022.0,0.849,0.804,0
Kepler-1129,Kepler-1129 c,2.75,0.3502,471.0,6240.0,1.025,0.975,0
TOI-2379,TOI-2379 b,11.72459381,0.05263,624.0,3707.0,0.622,0.645,0
Kepler-655,Kepler-655 b,2.66,0.2559,588.0,6086.0,1.227,1.037,0
Kepler-1865,Kepler-1865 b,1.56,0.0344,1203.0,5420.0,0.871,0.849,0
Kepler-1916,Kepler-1916 b,2.43,0.2061,646.0,6215.0,1.145,1.195,0
Kepler-722,Kepler-722 c,3.43,0.4471,401.0,6077.0,0.999,1.077,0
Kepler-1671,Kepler-1671 b,1.25,0.047,993.0,5307.0,0.85,0.796,0
Kepler-122,Kepler-122 c,4.7,0.108,807.0,6102.0,0.97,1.07,0
HD 207897,HD 207897 b,2.34302132,0.117,581.75,5106.0,0.7827,0.8208,0
TOI-1728,TOI-1728 b,5.05,0.0391,767.0,3980.0,0.6243,0.646,0
HATS-58 A,HATS-58 A b,12.273855,0.05798,1721.0,7175.0,1.433,1.461,0
TOI-2714,TOI-2714 b,13.72,0.036,1603.0,5665.0,1.25,1.07,0
WASP-136,WASP-136 b,15.46842,0.0661,1742.0,6260.0,2.21,1.41,0
TOI-7149,TOI-7149 b,13.2,0.02603,593.0,3363.0,0.351,0.344,0
TOI-6008,TOI-6008 b,1.03,0.010777,707.0,3075.0,0.242,0.23,0
Kepler-949,Kepler-949 b,3.03,0.0774,782.0,5211.0,0.895,0.817,0
Kepler-630,Kepler-630 b,5.8,0.605,450.0,6070.0,1.71,1.13,0
WASP-118,WASP-118 b,16.14096,0.05453,1729.0,6410.0,1.696,1.32,0
WASP-173 A,WASP-173 A b,14.403565,0.02508,1842.0,5767.0,1.099,1.092,0
Kepler-126,Kepler-126 b,1.54,0.0994,1017.0,6239.0,1.358,1.188,0
TOI-3884,TOI-3884 b,6.43,0.0361,441.0,3180.0,0.302,0.298,0
TOI-3984 A,TOI-3984 A b,7.9,0.041,563.0,3476.0,0.47,0.49,0
TOI-2107,TOI-2107 b,13.57407563,0.03515,1397.0,5627.0,0.932,0.961,0
WASP-22,WASP-22 b,13.439591,0.0489,1502.0,6153.0,1.255,1.249,0
HD 110067,HD 110067 f,2.601,0.2163,489.0,5266.0,0.788,0.798,0
TOI-269,TOI-269 b,2.77,0.0345,531.0,3514.0,0.398,0.3917,0
GJ 3929,GJ 3929 b,1.15,0.02569,568.8,3369.0,0.315,0.309,0
Kepler-1881,Kepler-1881 b,2.58,0.557,289.0,5418.0,0.812,0.911,0
Kepler-892,Kepler-892 b,2.74,0.1014,556.0,4797.0,0.701,0.733,0
TOI-2345,TOI-2345 b,1.504,0.01705,1478.0,4687.0,0.729,0.727,0
Kepler-62,Kepler-62 e,1.73,0.4152,265.0,4797.0,0.653,0.637,1
HIP 94235,HIP 94235 b,3.0,0.0787,1060.0,5991.0,1.08,1.094,0
TOI-2407,TOI-2407 b,4.26,0.033,705.0,3530.0,0.567,0.548,0
Qatar-7,Qatar-7 b,19.0553,0.0352,2053.0,6387.0,1.564,1.409,0
WASP-142,WASP-142 b,17.14977,0.0347,2000.0,6010.0,1.64,1.33,0
HR 858,HR 858 d,2.164,0.1027,1075.0,6201.0,1.31,1.145,0
WASP-185,WASP-185 b,14.01125,0.0904,1160.0,5900.0,1.5,1.12,0
HATS-2,HATS-2 b,13.092,0.023,1577.0,5227.0,0.898,0.882,0
HD 260655,HD 260655 b,1.24,0.02933,709.0,3803.0,0.439,0.439,0
TOI-1853,TOI-1853 b,3.46,0.0213,1479.0,4985.0,0.808,0.837,0
Kepler-1349,Kepler-1349 b,0.7,0.0341,1668.0,5952.0,1.377,1.168,0
Kepler-497,Kepler-497 b,5.95,0.0457,1211.0,5646.0,1.08,0.996,0
TOI-620,TOI-620 b,3.76,0.04825,603.6,3708.0,0.55,0.577,0
TOI-4087,TOI-4087 b,13.04725353,0.04469,1458.0,6060.0,1.112,1.178,0
TOI-2382,TOI-2382 b,12.25141591,0.059,1426.0,6033.0,1.417,1.26,0
HATS-59,HATS-59 b,12.621334,0.06112,1128.0,5670.0,1.036,1.038,0
TOI-2095,TOI-2095 b,1.25,0.101,347.0,3759.0,0.44,0.44,0
TOI-1295,TOI-1295 b,15.69257298,0.047,2360.0,6280.0,1.7,1.38,0
TOI-2322,TOI-2322 b,0.994,0.0924,603.1,4664.0,0.662,0.703,0
HD 80653,HD 80653 b,1.613,0.01661,2463.0,5959.0,1.22,1.18,0
TOI-1794,TOI-1794 b,3.29701268,0.082,992.91,5631.0,1.3162,0.9698,0
WASP-89,WASP-89 b,11.65736,0.0427,1120.0,5130.0,0.88,0.92,0
TOI-2010,TOI-2010 b,11.81426566,0.5516,400.2,5929.0,1.079,1.112,0
Kepler-1692,Kepler-1692 b,1.0,0.0646,898.0,5452.0,0.9,1.012,0
Kepler-24,Kepler-24 e,2.36,0.1378,748.0,6038.0,1.088,0.965,0
Qatar-8,Qatar-8 b,14.403565,0.0474,1457.0,5738.0,1.315,1.029,0
TOI-3288,TOI-3288 b,11.2089807,0.0215,1059.0,3933.0,0.67,0.64,0
HD 39091,pi Men c,2.042,0.06839,1169.8,6037.0,1.1,1.094,0
TOI-4994,TOI-4994 b,8.54124329,0.1515,717.6,5640.0,1.055,1.005,0
K2-415,K2-415 b,1.015,0.027,412.4,3173.0,0.1965,0.1635,0
Kepler-1026,Kepler-1026 b,2.3,0.1959,431.0,4915.0,0.773,0.749,0
TOI-3135,TOI-3135 b,13.65253849,0.04756,1292.0,5890.0,0.985,1.044,0
TOI-1136,TOI-1136 d,4.62115423,0.107,766.21,5805.0,0.9573,1.0404,0
WASP-81,WASP-81 b,16.017661,0.03908,1623.0,5870.0,1.283,1.08,0
K2-108,K2-108 b,5.28,0.0573,1446.0,5474.0,1.75,1.121,0
TOI-2992,TOI-2992 b,13.75341932,0.0434,1726.0,6000.0,1.545,1.21,0
HATS-55,HATS-55 b,14.022459,0.05412,1367.0,6214.0,1.126,1.1955,0
CoRoT-10,CoRoT-10 b,10.547669,0.106,647.0,5075.0,0.743,0.904,0
WASP-56,WASP-56 b,12.24,0.05458,1216.0,5600.0,1.112,1.017,0
Kepler-964,Kepler-964 b,4.2,0.108,909.0,5545.0,1.49,0.93,0
Kepler-1043,Kepler-1043 b,2.5,0.226,542.0,6017.0,0.94,1.042,0
K2-181,K2-181 b,2.84,0.0706,962.0,5608.0,1.07,0.99,0
Kepler-1042,Kepler-1042 b,2.41,0.085,634.0,4619.0,0.82,0.8,0
HR 858,HR 858 b,2.085,0.048,1572.0,6201.0,1.31,1.145,0
HATS-44,HATS-44 b,11.960003,0.03649,1161.0,5080.0,0.847,0.86,0
WASP-120,WASP-120 b,16.510857,0.0514,1880.0,6450.0,1.87,1.393,0
HAT-P-25,HAT-P-25 b,13.339,0.0466,1202.0,5500.0,0.959,1.01,0
WASP-197,WASP-197 b,14.44837612,0.065,1665.0,6050.0,2.112,1.36,0
WASP-58,WASP-58 b,15.36,0.0561,1270.0,5800.0,1.17,0.94,0
WASP-161,WASP-161 b,12.811887,0.0673,1557.0,6400.0,1.712,1.39,0
Kepler-1632,Kepler-1632 b,1.66,1.0846,232.0,6070.0,0.812,0.844,1
Kepler-118,Kepler-118 b,1.67,0.0715,861.0,5275.0,0.978,0.86,0
Kepler-1453,Kepler-1453 b,2.74,0.262,503.0,5936.0,0.965,1.075,0
Kepler-244,Kepler-244 d,2.69,0.1423,622.0,5527.0,0.927,0.956,0
Kepler-354,Kepler-354 d,1.47,0.1459,451.0,4650.0,0.706,0.704,0
TOI-5573,TOI-5573 b,9.75,0.0712,528.0,3790.0,0.594,0.619,0
Kepler-804,Kepler-804 c,1.17,0.0873,875.0,5775.0,1.031,0.95,0
Kepler-571,Kepler-571 b,2.49,0.0544,980.0,5632.0,0.846,0.932,0
Kepler-1526,Kepler-1526 b,2.31,0.0418,788.0,4518.0,0.653,0.639,0
HATS-10,HATS-10 b,10.861521,0.04491,1407.0,5880.0,1.105,1.101,0
TOI-1799,TOI-1799 b,1.42238884,0.071,922.72,5698.0,0.9536,0.9406,0
TOI-5542,TOI-5542 b,11.30986153,0.332,441.0,5700.0,1.058,0.89,0
HAT-P-35,HAT-P-35 b,14.93,0.0498,1581.0,6096.0,1.435,1.236,0
TOI-782,TOI-782 b,2.734,0.0578,435.0,3370.0,0.413,0.397,0
NGTS-27,NGTS-27 b,15.64773706,0.0446,1783.0,5700.0,1.77,1.07,0
K2-117,K2-117 b,2.03,0.0189,868.0,3778.0,0.51,0.54,0
TOI-763,TOI-763 b,2.28,0.06,1038.0,5450.0,0.897,0.917,0
TOI-3980,TOI-3980 b,14.4595851,0.0494,1621.0,5840.0,1.626,1.24,0
TOI-628,TOI-628 b,11.88154,0.0486,1586.0,6250.0,1.345,1.311,0
GJ 143,HD 21749 c,0.892,0.0695,701.0,4640.0,0.695,0.73,0
TOI-2796,TOI-2796 b,17.26183028,0.0569,1205.0,5764.0,1.069,1.063,0
TOI-178,TOI-178 f,2.287,0.1039,521.0,4316.0,0.651,0.65,0
TOI-262,TOI-262 b,2.07,0.163,584.0,5310.0,0.853,0.913,0
TOI-332,TOI-332 b,3.2,0.0159,1871.0,5251.0,0.87,0.88,0
WASP-188,WASP-188 b,14.81827249,0.072,1666.0,6850.0,1.83,1.5,0
WTS-2,WTS-2 b,15.277867,0.01855,2000.0,5000.0,0.752,0.82,0
TOI-1136,TOI-1136 b,1.9,0.0514,1216.0,5805.0,0.9573,1.0404,0
TOI-198,TOI-198 b,1.44,0.1,368.0,3650.0,0.441,0.467,0
K2-60,K2-60 b,7.655747,0.045,1400.0,5500.0,1.12,0.97,0
LHS 3844,LHS 3844 b,1.303,0.00622,805.0,3036.0,0.189,0.151,0
TOI-5789,TOI-5789 c,2.86,0.1009,718.0,5185.0,0.833,0.821,0
HATS-46,HATS-46 b,10.121727,0.05367,1054.0,5495.0,0.853,0.917,0
Kepler-203,Kepler-203 d,1.18,0.099,793.0,5924.0,0.91,1.01,0
Kepler-1802,Kepler-1802 c,1.48,0.171,351.0,4356.0,0.572,0.602,0
TOI-5688 A,TOI-5688 A b,10.3,0.03379,742.0,3713.0,0.57,0.6,0
TOI-1438,TOI-1438 c,2.75,0.083,794.0,5230.0,0.82,0.876,0
HAT-P-64,HAT-P-64 b,19.08889413,0.05387,1766.0,6457.0,1.735,1.298,0
WASP-105,WASP-105 b,10.76064,0.075,900.0,5070.0,0.9,0.89,0
TOI-2274,TOI-2274 b,2.45,0.05,771.46,3943.0,0.631,0.612,0
K2-25,K2-25 b,3.44,0.0287,494.0,3207.0,0.2932,0.2634,0
TOI-5300,TOI-5300 b,9.86390302,0.0295,1043.0,4610.0,0.65,0.67,0
Kepler-289,Kepler-289 e,2.94,0.9342,286.0,5933.0,1.115,0.998,0
TOI-5210,TOI-5210 b,10.72699453,0.0557,1286.0,5723.0,1.209,1.105,0
TOI-1279,TOI-1279 b,2.66146528,0.085,759.0,5457.0,0.8426,0.8784,0
TRAPPIST-1,TRAPPIST-1 h,0.755,0.063,168.0,2559.0,0.117,0.0802,0
TOI-5592,TOI-5592 b,17.14974047,0.03935,1789.0,6237.0,1.393,1.194,0
K2-127,K2-127 b,8.37,0.0411,809.0,4575.0,0.66,0.72,0
TOI-1758,TOI-1758 b,3.5573684,0.138,551.44,5151.0,0.8155,0.8253,0
TOI-216,TOI-216.01,11.29,0.2069,497.0,5026.0,0.838,0.874,0
HATS-32,HATS-32 b,14.000041,0.04024,1437.0,5700.0,1.097,1.099,0
TOI-2180,TOI-2180 b,11.32107051,0.828,348.0,5695.0,1.636,1.111,0
TOI-2193 A,TOI-2193 A b,19.83989584,0.03319,1763.0,5966.0,1.248,1.082,0
HD 136352,HD 136352 b,1.482,0.0969,911.0,5850.0,1.012,0.906,0
HD 219134,HD 219134 d,1.61,0.237,410.5,4699.0,0.778,0.81,0
TOI-3071,TOI-3071 b,7.16,0.0249,2155.0,6177.0,1.31,1.29,0
TOI-3023,TOI-3023 b,16.43236571,0.0505,1596.0,5760.0,1.668,1.12,0
TOI-3464,TOI-3464 b,13.7646283,0.0515,1693.0,6370.0,1.56,1.363,0
HD 136352,HD 136352 d,2.562,0.425,431.0,5664.0,1.058,0.87,0
55 Cnc,55 Cnc e,2.08,0.01544,1958.0,5234.0,0.943,0.905,0
TOI-2133,TOI-2133 b,2.37,0.041,798.0,4250.0,0.62,0.644,0
GJ 806,GJ 806 b,1.331,0.01406,940.0,3600.0,0.4144,0.413,0
WASP-156,WASP-156 b,5.71659,0.0453,970.0,4910.0,0.76,0.842,0
TOI-1437,TOI-1437 b,2.43471042,0.139,794.23,5986.0,1.2589,1.012,0
HATS-56,HATS-56 b,18.920792,0.06043,1902.0,6536.0,2.201,1.573,0
HD 86226,HD 86226 c,2.16,0.049,1311.0,5863.0,1.053,1.019,0
WASP-177,WASP-177 b,17.71022,0.03957,1142.0,5017.0,0.885,0.876,0
TOI-2842,TOI-2842 b,12.84549188,0.0475,1471.0,5910.0,1.265,1.135,0
TOI-5340,TOI-5340 b,15.07607904,0.0628,1566.0,5990.0,1.842,1.35,0
TOI-540,TOI-540 b,0.903,0.01223,611.0,3216.0,0.1895,0.159,0
WASP-163,WASP-163 b,13.473218,0.0266,1638.0,5500.0,1.015,0.97,0
TOI-5218,TOI-5218 b,9.86,0.0469,783.0,4230.0,0.708,0.739,0
WASP-176,WASP-176 b,16.869545,0.0535,1721.0,5941.0,1.925,1.345,0
HATS-57,HATS-57 b,12.767051,0.03493,1413.4,5587.0,0.96,1.026,0
TOI-2109,TOI-2109 b,15.098497,0.01791,3646.0,6540.0,1.698,1.453,0
